name,target_rva,reason
?Rva00550623Get@@YA_NXZ,0x00550623,"Interior fragment, not a function: the code before it branches here (je@0x0055061D) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00559B61Get@@YA_NXZ,0x00559B61,"Interior fragment, not a function: the code before it branches here (je@0x00559B52, je@0x00559B57, je@0x00559B5C) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0055B0C8FloatField@@QBEMXZ,0x0055B0C8,"Interior fragment, not a function: the code before it branches here (jbe@0x0055B0C2) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0055C425Get@@YAHXZ,0x0055C425,"Interior fragment, not a function: the code before it branches here (jne@0x0055C41F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0055D3F2Get@@YAHXZ,0x0055D3F2,"Interior fragment, not a function: the code before it branches here (jp@0x0055D3EC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0056777FGet@@YAHXZ,0x0056777F,"Interior fragment, not a function: the code before it branches here (je@0x0056776E, je@0x00567779) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0056B8F1Get@@YA_NXZ,0x0056B8F1,"Interior fragment, not a function: the code before it branches here (je@0x0056B8E0) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0056DA35Get@@YAHXZ,0x0056DA35,"Interior fragment, not a function: the code before it branches here (jb@0x0056DA12, jbe@0x0056DA17, jbe@0x0056DA1C, jbe@0x0056DA26) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00579693Get@@YA_NXZ,0x00579693,"Interior fragment, not a function: the code before it branches here (jl@0x00579683, jge@0x00579688) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0057AAFDGet@@YAHXZ,0x0057AAFD,"Interior fragment, not a function: the code before it branches here (je@0x0057AAF7) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0057B990Get@@YAHXZ,0x0057B990,"Interior fragment, not a function: the code before it branches here (je@0x0057B981, je@0x0057B98A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0058017FGet@@YA_NXZ,0x0058017F,"Interior fragment, not a function: the code before it branches here (je@0x00580176) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0059E10CGet@@YAHXZ,0x0059E10C,"Interior fragment, not a function: the code before it branches here (je@0x0059E103) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0059EF46Get@@YA_NXZ,0x0059EF46,"Interior fragment, not a function: the code before it branches here (je@0x0059EF3C, je@0x0059EF41) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0059F379Get@@YAHXZ,0x0059F379,"Interior fragment, not a function: the code before it branches here (je@0x0059F368) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005A671AGet@@YAHXZ,0x005A671A,"Interior fragment, not a function: the code before it branches here (je@0x005A670F, jne@0x005A6714) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005A678BGet@@YA_NXZ,0x005A678B,"Interior fragment, not a function: the code before it branches here (jl@0x005A6743, jg@0x005A6748, je@0x005A6751, je@0x005A675A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005AD999Get@@YA_NXZ,0x005AD999,"Interior fragment, not a function: the code before it branches here (je@0x005AD98D) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005AFD40Get@@YA_NXZ,0x005AFD40,"Interior fragment, not a function: the code before it branches here (je@0x005AFD33) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005CCAC7Get@@YAHXZ,0x005CCAC7,"Interior fragment, not a function: the code before it branches here (je@0x005CCAB8, je@0x005CCAC1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005DB21EGet@@YA_NXZ,0x005DB21E,"Interior fragment, not a function: the code before it branches here (je@0x005DB20D) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005E7604Get@@YAHXZ,0x005E7604,"Interior fragment, not a function: the code before it branches here (je@0x005E75FB) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005EB88CGet@@YAHXZ,0x005EB88C,"Interior fragment, not a function: the code before it branches here (je@0x005EB881, je@0x005EB886) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005EEA1DGet@@YAHXZ,0x005EEA1D,"Interior fragment, not a function: the code before it branches here (jne@0x005EE9F1, jp@0x005EEA00, jne@0x005EEA08, jp@0x005EEA17) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005F0233Get@@YAHXZ,0x005F0233,"Interior fragment, not a function: the code before it branches here (je@0x005F0229) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva005F88F1Get@@YAHXZ,0x005F88F1,"Interior fragment, not a function: the code before it branches here (je@0x005F88DB, je@0x005F88E5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006026D0Get@@YAHXZ,0x006026D0,"Interior fragment, not a function: the code before it branches here (je@0x006026C6) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00602820Get@@YAHXZ,0x00602820,"Interior fragment, not a function: the code before it branches here (je@0x00602816) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00602860Get@@YAHXZ,0x00602860,"Interior fragment, not a function: the code before it branches here (je@0x00602856) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0060B883Get@@YAHXZ,0x0060B883,"Interior fragment, not a function: the code before it branches here (jne@0x0060B875, jne@0x0060B87D) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00658147Get@@YAHXZ,0x00658147,"Interior fragment, not a function: the code before it branches here (je@0x0065811F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0065E7CAGet@@YAHXZ,0x0065E7CA,"Interior fragment, not a function: the code before it branches here (je@0x0065E7AC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0065EC9AGet@@YAHXZ,0x0065EC9A,"Interior fragment, not a function: the code before it branches here (je@0x0065EC7C) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00661618Get@@YAHXZ,0x00661618,"Interior fragment, not a function: the code before it branches here (je@0x00661612) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00661F63Get@@YAHXZ,0x00661F63,"Interior fragment, not a function: the code before it branches here (je@0x00661F55, jl@0x00661F5B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006694AAGet@@YAHXZ,0x006694AA,"Interior fragment, not a function: the code before it branches here (je@0x0066948C) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0066CA0CGet@@YAHXZ,0x0066CA0C,"Interior fragment, not a function: the code before it branches here (je@0x0066CA03) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0068A793Get@@YA_NXZ,0x0068A793,"Interior fragment, not a function: the code before it branches here (je@0x0068A786, je@0x0068A78E) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva006BD45DFloatField@@QBEMXZ,0x006BD45D,"Interior fragment, not a function: the code before it branches here (je@0x006BD454) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006C53A5Get@@YA_NXZ,0x006C53A5,"Interior fragment, not a function: the code before it branches here (jne@0x006C5398) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006C5FBAGet@@YAHXZ,0x006C5FBA,"Interior fragment, not a function: the code before it branches here (je@0x006C5FB4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006C5FD3Get@@YAHXZ,0x006C5FD3,"Interior fragment, not a function: the code before it branches here (je@0x006C5FC4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006C5FF3Get@@YAHXZ,0x006C5FF3,"Interior fragment, not a function: the code before it branches here (je@0x006C5FE4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006C6490Get@@YAHXZ,0x006C6490,"Interior fragment, not a function: the code before it branches here (je@0x006C6474) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006C64F5Get@@YAHXZ,0x006C64F5,"Interior fragment, not a function: the code before it branches here (je@0x006C64E4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006CD9DFGet@@YAHXZ,0x006CD9DF,"Interior fragment, not a function: the code before it branches here (je@0x006CD9CF) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006CE7C9Get@@YA_NXZ,0x006CE7C9,"Interior fragment, not a function: the code before it branches here (je@0x006CE7B2) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006D0439Get@@YA_NXZ,0x006D0439,"Interior fragment, not a function: the code before it branches here (je@0x006D0422) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006E0C46Get@@YA_NXZ,0x006E0C46,"Interior fragment, not a function: the code before it branches here (jnp@0x006E0C3A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006FD2F9Get@@YAHXZ,0x006FD2F9,"Interior fragment, not a function: the code before it branches here (jle@0x006FD2D5, je@0x006FD2F6) with no int3 padding in between, so these 6 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00740A5DGet@@YAHXZ,0x00740A5D,"Interior fragment, not a function: the code before it branches here (je@0x00740A4F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?set@Rva0005159AWordSetter@@QAEXXZ,0x0005159A,"Interior fragment, not a function: the code before it branches here (je@0x0005156C, jl@0x00051576, jge@0x0005157B) with no int3 padding in between, so these 10 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?apply@Rva0023D2F9DwordImmSetter@@QAEXXZ,0x0023D2F9,"Interior fragment, not a function: the code before it branches here (je@0x0023D2E9) with no int3 padding in between, so these 11 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?apply@Rva0023D304DwordImmSetter@@QAEXXZ,0x0023D304,"Interior fragment, not a function: the code before it branches here (je@0x0023D2E6) with no int3 padding in between, so these 11 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?apply@Rva0029A755DwordImmSetter@@QAEXXZ,0x0029A755,"Interior fragment, not a function: the code before it branches here (je@0x0029A745) with no int3 padding in between, so these 11 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva00373F29DwordField@@QBEHXZ,0x00373F29,"Interior fragment, not a function: the code before it branches here (jne@0x00373F24) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?apply@Rva00419502DwordImmSetter@@QAEXXZ,0x00419502,"Interior fragment, not a function: the code before it branches here (ja@0x004194F2) with no int3 padding in between, so these 8 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?disable@Rva0048E6CAByteZeroSetter@@QAEXXZ,0x0048E6CA,"Interior fragment, not a function: the code before it branches here (je@0x0048E6BB, je@0x0048E6C0) with no int3 padding in between, so these 8 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?disable@Rva0048E6F0ByteZeroSetter@@QAEXXZ,0x0048E6F0,"Interior fragment, not a function: the code before it branches here (je@0x0048E6E1, je@0x0048E6E6) with no int3 padding in between, so these 8 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva006F36DCGet@@YAHXZ,0x006F36DC,"Interior fragment, not a function: the code before it branches here (je@0x006F36BB, je@0x006F36D9) with no int3 padding in between, so these 6 bytes are an arm of the preceding function. Frag audit 2026-09-23."
??1AttackNugget@@MAE@XZ,0x004E1B72,"Misattributed: this body installs vtable 0x00C61DC4, but the class AttackNugget::parse builds uses 0x00BE0FF4. Renamed to ??1Rva004E1B72@@UAE@XZ."
??_GAttackNugget@@MAEPAXI@Z,0x004E1BA8,"Misattributed: this body installs vtable 0x00C61DC4, but the class AttackNugget::parse builds uses 0x00BE0FF4. Renamed to ??_GRva004E1B72@@UAEPAXI@Z."
??1CreateCrateDieModuleData@@UAE@XZ,0x0035CCCA,"Misattributed: this body installs vtable 0x00C16394, but the class the CreateCrateDie factory builds uses 0x00BF40A8. Renamed to ??1Rva0035CCCAModuleData@@UAE@XZ."
??_GCreateCrateDieModuleData@@UAEPAXI@Z,0x0035CF10,"Misattributed: this body installs vtable 0x00C16394, but the class the CreateCrateDie factory builds uses 0x00BF40A8. Renamed to ??_GRva0035CCCAModuleData@@UAEPAXI@Z."
